index,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
1637,1638,0.098361,-0.262113,206.10408333,20.373027778,J134424.97+202222.9,206.1040832,20.3730551,0.0367,0.0356,-0.0094,11.039,0.022,48.6,21.14,11.098,0.02,53.0,7.467,9.552,0.037,29.4,1.065,8.474,0.302,3.6,0.9116,1,0,0.0,0.0,0.0,0.0,0,35,0,35,0000,5,110n,AAAB,0011,31,31,31,31,19,19,1,19
1639,1640,0.609711,-81.458226,206.20291667,37.163194444,J134448.64+370947.5,206.2027065,37.1632196,0.0295,0.0295,-0.0042,11.515,0.022,50.5,38.91,11.31,0.02,53.7,12.15,7.088,0.014,76.0,11.9,4.91,0.031,34.8,1.525,1,0,0.0,0.0,0.0,0.0,0,32,0,33,0000,3,2100,AAAA,0011,38,38,38,38,16,16,16,16
1642,1643,0.281189,-132.21095,206.30041667,23.251277778,J134512.08+231504.4,206.3003537,23.2512253,0.0382,0.0374,-0.0082,11.685,0.023,47.6,26.37,11.695,0.022,50.1,7.255,9.714,0.039,27.7,1.517,8.262,0.213,5.1,0.9404,1,0,0.0,0.0,0.0,0.0,52,31,18,30,0000,5,421n,AAAB,0011,44,44,44,44,24,24,0,24
1643,1644,0.113811,177.703762,206.30108333,-0.13436111111,J134512.26-000803.8,206.3010846,-0.1343927,0.0557,0.0564,-0.0041,13.816,0.027,40.5,1.468,13.676,0.036,30.5,0.993,11.933,0.263,4.1,0.9922,8.781,,1.2,0.9351,1,0,0.0,0.0,0.0,0.0,54,61,127,65,0000,0,00nn,AABU,1111,35,35,35,35,1,21,0,21
1644,1645,0.084675,78.721892,206.30295833,-0.1205,J134512.71-000713.7,206.3029814,-0.1204954,0.0574,0.0589,-0.0021,14.168,0.027,39.7,1.965,14.045,0.037,29.4,1.033,11.218,0.13,8.4,1.056,8.333,,2.0,0.9028,1,0,0.0,0.0,0.0,0.0,15,81,137,86,0000,0,00nn,AABU,1111,35,36,35,35,5,21,0,21
1645,1646,0.154252,-39.303896,206.31733333,23.218944444,J134516.15+231308.3,206.3173038,23.2189776,0.0373,0.0367,-0.0091,10.865,0.022,48.5,33.84,10.902,0.021,50.5,13.78,9.645,0.039,27.9,1.4,8.185,0.203,5.4,0.9493,1,0,0.0,0.0,0.0,0.0,105,27,-90,27,0000,5,421n,AAAB,0011,42,42,42,42,25,25,2,26
1646,1647,0.102482,12.221118,206.37229167,2.8035277778,J134529.35+024812.8,206.3722977,2.8035556,0.0474,0.0477,-0.0069,13.384,0.025,43.8,4.756,13.225,0.029,37.6,1.38,10.426,0.073,14.8,0.9882,8.486,0.266,4.1,1.104,1,0,0.0,0.0,0.0,0.0,40,59,72,60,0000,5,000n,AAAB,0000,32,32,32,32,19,20,0,20
1647,1648,0.217261,30.353333,206.38216667,2.8007222222,J134531.72+024802.7,206.3821972,2.8007743,0.0457,0.0451,-0.0071,13.024,0.024,45.1,3.92,12.946,0.027,40.7,1.256,11.426,0.162,6.7,0.9703,8.99,,0.5,0.979,1,0,0.0,0.0,0.0,0.0,-82,45,9,46,0000,5,11nn,AABU,0000,32,32,32,32,1,21,0,21
1648,1649,0.303407,155.206115,206.42229167,22.053861111,J134541.35+220313.6,206.4223298,22.0537846,0.0416,0.043,-0.0099,12.033,0.024,45.9,15.77,12.131,0.024,45.8,3.733,11.594,0.19,5.7,0.9409,9.053,,0.1,0.9348,2,0,0.0,0.0,0.0,0.0,99,38,-47,39,0000,5,11nn,AABU,0011,33,33,33,33,1,21,0,21
1649,1650,0.573384,60.070562,206.44008333,22.088833333,J134545.65+220520.0,206.4402323,22.0889128,0.036,0.0362,-0.0061,11.691,0.023,46.7,53.54,11.696,0.021,50.7,16.36,8.726,0.026,42.1,6.531,6.704,0.07,15.6,1.387,1,0,0.0,0.0,0.0,0.0,-138,33,-1,34,0000,5,3100,AAAA,0011,32,32,32,32,20,20,20,20
1650,1651,0.071195,-135.110839,206.46358333,56.267361111,J134551.25+561602.4,206.4635582,56.2673471,0.0525,0.0526,0.0026,14.082,0.026,41.2,1.526,13.857,0.032,34.1,0.9413,11.109,0.107,10.1,0.9416,9.076,0.451,2.4,0.9498,1,0,0.0,0.0,0.0,0.0,96,132,99,130,0000,0,110n,AAAC,0000,40,40,40,40,10,21,0,21
1651,1652,0.360834,126.060243,206.4805,56.2645,J134555.35+561551.9,206.4806459,56.264441,0.0466,0.049,-0.0227,12.735,0.027,40.7,4.578,12.757,0.028,39.1,1.472,10.243,0.066,16.4,1.044,8.64,0.419,2.6,1.009,2,1,0.0,0.0,0.0,0.0,-40,78,340,77,0000,5,nnnn,AAAC,0000,40,40,40,40,20,21,0,21
1652,1653,0.243431,-136.139258,206.52079167,28.204055556,J134604.97+281214.4,206.5207385,28.2040068,0.0467,0.0471,-0.011,13.299,0.024,45.3,5.508,13.197,0.028,38.7,1.253,11.647,0.19,5.7,0.9978,8.632,,0.8,0.844,1,0,0.0,0.0,0.0,0.0,-132,60,-38,64,0000,3,11nn,AABU,0000,31,31,30,30,1,16,0,16
1653,1654,0.202374,171.829127,206.53720833,28.211694444,J134608.93+281241.8,206.5372174,28.2116388,0.0445,0.0456,-0.0074,13.456,0.024,45.2,7.314,13.215,0.028,38.9,1.541,9.719,0.04,26.8,1.187,7.35,0.125,8.7,0.8577,1,0,0.0,0.0,0.0,0.0,-66,56,89,128,0000,5,0000,AAAB,0000,32,32,32,32,16,16,9,16
1654,1655,0.326725,22.85217,206.5385,23.036166667,J134609.24+230210.5,206.5385383,23.0362503,0.0779,0.082,0.0043,14.992,0.032,33.5,1.634,14.996,0.068,16.0,0.9648,11.732,0.183,5.9,0.9558,8.811,,0.6,0.8918,1,0,0.0,0.0,0.0,0.008,57,143,155,153,0000,0,01nn,AABU,0011,34,34,24,34,1,21,0,21
1655,1656,0.116449,-11.674617,206.544,7.3669722222,J134610.55+072201.2,206.5439934,7.3670039,0.0471,0.046,-0.0084,13.114,0.024,44.5,7.424,13.07,0.028,39.1,1.587,11.447,0.144,7.5,0.9873,9.268,,-1.2,0.9495,1,0,0.0,0.0,0.0,0.0,1,44,28,45,0000,5,11nn,AABU,0000,36,36,36,36,3,24,0,24
1657,1658,0.147828,-57.328907,206.55291667,23.053833333,J134612.69+230313.8,206.5528791,23.0538555,0.037,0.0357,-0.0098,11.258,0.022,49.9,20.9,11.327,0.02,54.2,6.571,10.579,0.065,16.7,0.9196,8.916,0.39,2.8,1.079,1,0,0.0,0.0,0.0,0.0,24,32,50,32,0000,5,110n,AAAC,0011,33,33,33,33,19,20,0,20
1660,1661,1.654759,-6.609816,206.65145833,60.313,J134636.32+601848.4,206.6513515,60.3134566,0.0487,0.0572,-0.0176,13.603,0.028,39.0,5.457,13.378,0.032,34.2,1.457,10.479,0.066,16.4,1.043,8.343,0.327,3.3,0.8917,2,1,0.0,0.0,0.0,0.0,406,207,-550,268,0000,5,nnnn,AAAB,0000,45,45,44,44,19,23,1,23
1661,1662,0.105861,-75.804738,206.674375,22.692638889,J134641.84+224133.5,206.6743441,22.6926461,0.0375,0.0372,-0.008,11.237,0.023,47.4,20.63,11.244,0.021,51.8,6.691,9.766,0.043,25.5,1.273,8.144,0.203,5.4,1.067,1,0,0.0,0.0,0.0,0.0,82,33,7,35,0000,5,330n,AAAB,0011,33,33,33,33,21,21,2,21
1662,1663,0.246376,-113.479178,206.80316667,-3.1543333333,J134712.74-030915.6,206.8031038,-3.1543606,0.0547,0.0551,-0.0075,13.874,0.027,41.0,3.362,13.684,0.036,30.5,1.112,10.53,0.083,13.1,0.8978,9.117,,0.3,0.9453,1,0,0.0,0.0,0.0,0.0,0,82,83,84,0000,1,110n,AAAU,1111,32,32,32,32,16,21,0,21
1663,1664,0.180262,-45.010866,206.81029167,-3.13975,J134714.46-030822.9,206.8102562,-3.1397146,0.0569,0.0583,-0.0044,14.106,0.028,39.2,1.43,13.899,0.036,30.5,1.008,11.171,0.119,9.1,0.9084,8.005,0.195,5.6,0.9597,1,0,0.0,0.0,0.0,0.0,122,88,150,92,0000,0,11nn,AABB,1111,33,33,33,33,5,20,0,20
1664,1665,0.734982,103.229287,206.90170833,17.567972222,J134736.46+173404.5,206.9019168,17.5679255,0.0706,0.0614,0.0085,14.06,0.031,35.6,2.921,13.778,0.037,29.2,1.08,10.494,0.069,15.7,0.9994,8.752,0.381,2.8,1.038,2,1,0.0,0.0,0.0,0.0,,,,,0000,0,nnnn,AAAC,0011,32,32,32,32,19,20,1,20
1665,1666,0.177343,-35.219768,206.904625,17.567805556,J134737.10+173404.2,206.9045952,17.5678458,0.0519,0.0499,-0.0051,13.484,0.026,41.4,2.921,13.407,0.031,35.1,1.08,10.384,0.061,17.9,0.9994,8.675,0.357,3.0,1.038,2,1,0.0,0.0,0.0,0.0,42,66,102,70,0000,0,nnnn,AAAC,0011,32,32,32,32,19,20,0,20
1666,1667,0.683024,177.631032,207.1825,6.9264166667,J134843.80+065534.4,207.1825079,6.9262271,0.0497,0.085,0.0173,13.031,0.039,28.0,2.295,13.03,0.042,25.7,0.9981,11.818,,1.7,0.9531,8.556,,-0.1,0.9416,2,1,0.0,0.0,0.0,0.003,43,37,-83,40,0000,4,nnnn,AAUU,0000,34,34,34,34,0,21,0,21
1667,1668,0.340076,161.960935,207.18845833,6.9084722222,J134845.23+065430.1,207.1884878,6.9083824,0.0469,0.0471,-0.0079,13.598,0.025,43.8,2.989,13.375,0.03,36.7,1.067,9.769,0.041,26.4,0.8981,7.838,0.174,6.2,0.83,1,0,0.0,0.0,0.0,0.0,21,92,-18,80,0000,4,000n,AAAB,0000,35,35,35,35,21,21,2,21
1668,1669,0.088968,103.679444,207.369375,16.159194444,J134928.65+160933.0,207.3694,16.1591886,0.0405,0.04,-0.006,12.581,0.023,47.9,6.486,12.553,0.023,47.0,1.676,10.586,0.073,14.8,1.06,9.186,0.439,2.5,1.119,1,0,0.0,0.0,0.0,0.0,24,38,14,39,0000,5,000n,AAAC,0011,36,36,36,36,21,24,0,24
1669,1670,0.136234,-34.436094,207.3705,5.5396388889,J134928.91+053222.8,207.3704785,5.5396701,0.0483,0.0472,-0.0075,13.373,0.025,44.0,3.338,13.256,0.028,38.8,1.084,11.833,0.219,5.0,1.127,8.692,,1.2,0.8965,1,0,0.0,0.0,0.0,0.0,44,48,34,51,0000,1,11nn,AABU,0111,36,36,36,36,2,21,0,21
1670,1671,1.01415,87.71919,207.38225,5.5273888889,J134931.80+053138.6,207.3825328,5.5274001,0.0647,0.0471,-0.0229,12.879,0.032,34.4,4.425,12.854,0.034,31.6,1.291,11.107,0.16,6.8,0.855,8.369,,1.1,1.012,2,1,0.0,0.0,0.0,0.0,107,39,-1,37,0000,5,nnnn,AABU,0111,35,35,35,35,2,20,1,21
1671,1672,0.092552,-25.523702,207.39208333,16.16025,J134934.09+160936.9,207.3920718,16.1602732,0.0497,0.0503,0.0047,13.847,0.026,42.3,2.244,13.615,0.031,35.1,0.9559,10.378,0.057,19.2,0.9985,8.408,0.215,5.0,1.097,1,0,0.0,0.0,0.0,0.0,0,79,0,86,0000,4,110n,AAAB,0011,38,38,38,38,24,24,2,24
1672,1673,0.206727,18.433623,207.46529167,5.2149722222,J134951.67+051254.0,207.4653099,5.2150267,0.0634,0.0649,0.0088,14.499,0.028,38.1,1.034,14.361,0.048,22.9,0.8735,11.568,0.177,6.1,0.9198,8.663,,1.4,0.9538,1,0,0.0,0.0,0.0,0.0,182,99,66,102,0000,0,00nn,AABU,0111,37,37,36,37,0,23,0,23
1673,1674,0.221063,22.469988,207.48045833,5.2045555556,J134955.31+051216.6,207.4804819,5.2046123,0.0562,0.0568,0.0013,14.099,0.026,41.5,1.787,14.032,0.039,28.1,0.9789,12.44,,0.7,1.038,9.36,,0.0,0.9835,1,0,0.0,0.0,0.0,0.0,38,67,40,72,0000,0,22nn,AAUU,0111,37,37,37,37,0,23,0,23
1674,1675,0.169885,-21.887199,207.57504167,18.650611111,J135018.00+183902.3,207.5750231,18.6506549,0.0731,0.0808,0.012,14.409,0.04,27.1,0.8239,14.112,0.045,23.9,0.8821,9.836,0.043,25.5,0.9898,7.247,0.097,11.2,0.9794,3,1,0.0,0.0,0.0,0.0,-332,157,183,168,d000,0,nnnn,AAAA,0011,27,27,27,27,15,15,9,15
1675,1676,0.219175,-2.28923,207.58079167,18.651666667,J135019.38+183906.2,207.5807891,18.6517275,0.0705,0.0705,0.027,14.181,0.033,33.2,1.087,13.893,0.042,26.1,0.8611,11.671,0.215,5.0,1.003,8.174,,1.4,0.9308,3,1,0.0,0.0,0.0,0.0,33,100,145,103,d000,0,nnnn,AABU,0011,28,28,28,28,1,15,0,15
1676,1677,0.147608,43.63,207.767,19.430222222,J135104.08+192548.9,207.76703,19.4302519,0.0574,0.0593,0.0083,14.182,0.028,39.2,1.683,14.012,0.038,28.2,0.8895,10.485,0.071,15.3,1.111,8.451,0.291,3.7,1.041,1,0,0.001,0.0,0.0,0.0,51,127,-20,132,0000,0,012n,AAAB,0011,31,31,31,31,16,19,0,19
1677,1678,0.23268,63.868489,207.76754167,19.435583333,J135104.22+192608.2,207.7676032,19.4356118,0.04,0.039,-0.0047,12.485,0.023,47.1,12.1,12.379,0.023,47.0,2.708,9.437,0.038,28.6,1.804,7.656,0.123,8.9,1.053,1,0,0.0,0.0,0.0,0.001,0,86,0,80,0000,5,011n,AAAB,0011,32,32,32,32,20,20,5,20
1678,1679,1.473419,-177.59348,207.97220833,16.604722222,J135153.32+163615.5,207.9721904,16.6043133,0.0577,0.0687,0.0276,13.854,0.03,36.6,1.708,13.686,0.038,28.8,0.9518,11.946,,2.0,0.953,8.86,,0.3,1.032,2,1,0.0,0.0,0.0,0.0,68,50,288,57,0000,4,nnnn,AAUU,0011,35,35,35,35,0,23,0,23
1679,1680,2.026309,33.630401,207.97275,16.605444444,J135153.53+163621.2,207.9730753,16.6059131,0.0711,0.0851,0.0383,14.322,0.036,30.0,1.708,14.167,0.05,21.8,0.9518,11.004,0.119,9.1,0.953,8.304,,1.9,1.032,2,1,0.0,0.0,0.0,0.0,,,,,0000,2,nnnn,AABU,0011,35,35,35,35,6,23,0,23
1680,1681,1.357726,23.802533,208.09145833,21.564083333,J135221.98+213351.9,208.091622,21.5644284,0.0521,0.0644,0.0284,13.115,0.031,34.7,2.893,13.06,0.036,30.4,0.9924,10.429,0.079,13.8,0.9403,8.404,0.414,2.6,0.9669,2,1,0.0,0.001,0.0,0.003,208,58,99,62,0000,4,nnnn,AAAC,0011,28,28,28,28,11,16,0,16
1681,1682,0.223848,-138.418007,208.09479167,21.539361111,J135222.73+213221.5,208.0947473,21.5393146,0.0377,0.0395,-0.0101,11.158,0.023,47.6,24.08,11.258,0.022,49.6,8.292,10.015,0.055,19.9,1.306,8.1,0.219,5.0,1.11,2,0,0.0,0.0,0.0,0.0,-5,34,-193,35,0000,5,110n,AAAB,0011,33,33,33,33,17,17,0,17
1682,1683,0.215414,45.613759,208.10683333,14.488694444,J135225.65+142919.4,208.1068775,14.4887363,0.0408,0.0402,-0.0095,12.383,0.023,46.9,14.05,12.385,0.023,47.9,3.714,10.754,0.088,12.4,1.136,8.427,0.249,4.4,1.544,1,0,0.0,0.0,0.0,0.0,8,35,54,35,0d00,3,220n,AAAB,0000,36,36,36,36,16,21,1,22
1683,1684,0.920469,113.199195,208.11104167,14.490972222,J135226.70+142927.1,208.1112844,14.4908715,0.0318,0.0315,-0.0064,11.023,0.022,49.5,25.8,10.894,0.019,56.5,9.496,8.055,0.019,57.3,1.808,6.622,0.065,16.6,1.058,1,0,0.0,0.0,0.0,0.0,35,35,75,31,0000,5,3200,AAAA,0000,37,37,37,37,23,23,23,23
1684,1685,0.324779,81.964439,208.33420833,19.329138889,J135320.23+191944.9,208.334303,19.3291515,0.0554,0.0567,-0.0073,14.133,0.027,40.2,1.795,13.9,0.036,30.5,0.9685,10.544,0.066,16.4,0.9826,8.45,0.302,3.6,1.056,3,0,0.0,0.0,0.0,0.0,45,99,70,97,0000,0,111n,AAAB,0011,30,30,30,30,15,18,1,18
